train_id,train_number,train_type,origin,destination,corridor_id,station_from,station_to,arrival_time,departure_time,scheduled_date,direction
TR0217,53323,Passenger,Tiruppur,Hosur,COR_07,Tiruppur,Hosur,20:55,17:50,2026-09-20,Down
TR0218,56969,Goods,Dindigul,Dharmapuri,COR_05,Dindigul,Dharmapuri,01:37,00:40,2026-09-06,Up
TR0219,33506,Mail/Express,Karur,Jolarpettai,COR_17,Karur,Jolarpettai,01:47,23:10,2026-09-04,Down
TR0220,63421,Passenger,Dharmapuri,Katpadi,COR_04,Dharmapuri,Katpadi,07:18,03:30,2026-09-19,Up
TR0221,66408,Mail/Express,Jolarpettai,Vellore,COR_11,Jolarpettai,Vellore,11:20,09:20,2026-09-19,Up
TR0222,20691,Passenger,Bengaluru_City,Erode,COR_06,Bengaluru_City,Erode,09:39,06:10,2026-09-07,Down
TR0223,32087,Passenger,Arakkonam,Dindigul,COR_01,Arakkonam,Dindigul,22:38,21:20,2026-09-20,Up
TR0224,19094,Suburban,Dharmapuri,Erode,COR_01,Dharmapuri,Erode,12:41,09:00,2026-09-10,Down
TR0225,59042,Goods,Dindigul,Bangarapet,COR_06,Dindigul,Bangarapet,12:49,11:00,2026-09-18,Up
TR0226,25765,Mail/Express,Vaniyambadi,Tiruppur,COR_17,Vaniyambadi,Tiruppur,01:29,00:40,2026-09-13,Down
TR0227,23070,Goods,Salem,Jolarpettai,COR_04,Salem,Jolarpettai,20:35,18:40,2026-09-23,Up
TR0228,68711,Suburban,Dharmapuri,Tiruppur,COR_20,Dharmapuri,Tiruppur,01:29,21:40,2026-09-21,Up
TR0229,34686,Mail/Express,Krishnarajapuram,Salem,COR_11,Krishnarajapuram,Salem,08:51,04:10,2026-09-05,Down
TR0230,79119,Goods,Coimbatore,Vellore,COR_02,Coimbatore,Vellore,19:14,16:00,2026-09-21,Down
TR0231,35957,Passenger,Bangarapet,Hosur,COR_18,Bangarapet,Hosur,14:29,10:10,2026-09-24,Down
TR0232,74387,Passenger,Karur,Erode,COR_13,Karur,Erode,03:12,02:30,2026-09-21,Down
TR0233,79147,Mail/Express,Erode,Hosur,COR_20,Erode,Hosur,16:18,15:20,2026-09-10,Up
TR0234,13665,Passenger,Dindigul,Jolarpettai,COR_10,Dindigul,Jolarpettai,21:14,20:20,2026-09-13,Down
TR0235,78679,Mail/Express,Salem,Arakkonam,COR_07,Salem,Arakkonam,02:20,21:30,2026-09-20,Down
TR0236,51983,Passenger,Bangarapet,Vellore,COR_02,Bangarapet,Vellore,16:33,14:10,2026-09-10,Down
TR0237,48068,Passenger,Chennai_Central,Arakkonam,COR_07,Chennai_Central,Arakkonam,13:39,12:10,2026-09-11,Down
TR0238,30437,Passenger,Erode,Krishnarajapuram,COR_06,Erode,Krishnarajapuram,12:22,11:30,2026-09-11,Down
TR0239,63635,Goods,Hosur,Bangarapet,COR_14,Hosur,Bangarapet,23:39,20:50,2026-09-17,Down
TR0240,61834,Passenger,Bengaluru_City,Bangarapet,COR_13,Bengaluru_City,Bangarapet,15:55,15:20,2026-09-18,Up
TR0241,18716,Passenger,Katpadi,Vellore,COR_08,Katpadi,Vellore,07:50,03:10,2026-09-14,Up
TR0242,44275,Passenger,Erode,Hosur,COR_09,Erode,Hosur,20:15,17:20,2026-09-07,Down
TR0243,14678,Goods,Katpadi,Coimbatore,COR_07,Katpadi,Coimbatore,11:05,06:10,2026-09-07,Up
TR0244,41686,Goods,Arakkonam,Erode,COR_08,Arakkonam,Erode,06:04,05:00,2026-09-15,Down
TR0245,37581,Goods,Tiruppur,Arakkonam,COR_05,Tiruppur,Arakkonam,23:46,21:40,2026-09-05,Up
TR0246,36299,Suburban,Dharmapuri,Bengaluru_City,COR_05,Dharmapuri,Bengaluru_City,09:46,05:20,2026-09-05,Down
TR0247,34112,Goods,Vaniyambadi,Hosur,COR_13,Vaniyambadi,Hosur,18:25,16:00,2026-09-14,Down
TR0248,47723,Goods,Tiruppur,Katpadi,COR_01,Tiruppur,Katpadi,12:40,07:40,2026-09-08,Down
TR0249,32271,Goods,Vellore,Katpadi,COR_02,Vellore,Katpadi,14:18,13:40,2026-09-14,Down
TR0250,59966,Passenger,Vaniyambadi,Vellore,COR_02,Vaniyambadi,Vellore,21:43,21:10,2026-09-05,Down
TR0251,12594,Goods,Vellore,Krishnarajapuram,COR_19,Vellore,Krishnarajapuram,21:07,20:00,2026-09-19,Down
TR0252,42773,Passenger,Erode,Tiruppur,COR_10,Erode,Tiruppur,03:51,23:10,2026-09-24,Down
TR0253,28927,Passenger,Vaniyambadi,Tiruppur,COR_16,Vaniyambadi,Tiruppur,19:44,17:20,2026-09-09,Down
TR0254,49302,Passenger,Jolarpettai,Salem,COR_09,Jolarpettai,Salem,03:11,23:00,2026-09-18,Down
TR0255,37276,Suburban,Krishnarajapuram,Erode,COR_18,Krishnarajapuram,Erode,08:20,04:50,2026-09-17,Down
TR0256,54276,Passenger,Tiruppur,Dindigul,COR_15,Tiruppur,Dindigul,16:06,12:30,2026-09-16,Up
TR0257,35506,Suburban,Bangarapet,Krishnarajapuram,COR_17,Bangarapet,Krishnarajapuram,08:57,06:50,2026-09-23,Down
TR0258,37985,Passenger,Dindigul,Karur,COR_15,Dindigul,Karur,14:57,11:50,2026-09-19,Up
TR0259,36137,Passenger,Tiruppur,Hosur,COR_18,Tiruppur,Hosur,20:26,19:30,2026-09-21,Up
TR0260,37060,Passenger,Tiruchirappalli,Karur,COR_13,Tiruchirappalli,Karur,06:12,05:30,2026-09-09,Down
TR0261,63908,Passenger,Vaniyambadi,Erode,COR_19,Vaniyambadi,Erode,19:57,18:10,2026-09-11,Up
TR0262,22722,Mail/Express,Dharmapuri,Tiruchirappalli,COR_16,Dharmapuri,Tiruchirappalli,00:38,23:50,2026-09-06,Up
TR0263,36608,Goods,Arakkonam,Dharmapuri,COR_01,Arakkonam,Dharmapuri,05:52,02:20,2026-09-10,Down
TR0264,54383,Goods,Salem,Dharmapuri,COR_03,Salem,Dharmapuri,23:03,18:30,2026-09-13,Down
TR0265,25524,Goods,Dindigul,Jolarpettai,COR_04,Dindigul,Jolarpettai,08:12,04:10,2026-09-23,Down
TR0266,24858,Goods,Dindigul,Coimbatore,COR_06,Dindigul,Coimbatore,00:57,22:20,2026-09-08,Down
TR0267,72505,Passenger,Arakkonam,Vaniyambadi,COR_04,Arakkonam,Vaniyambadi,16:14,12:30,2026-09-04,Down
TR0268,54535,Suburban,Jolarpettai,Tiruppur,COR_15,Jolarpettai,Tiruppur,03:56,00:30,2026-09-15,Up
TR0269,24545,Suburban,Vaniyambadi,Hosur,COR_06,Vaniyambadi,Hosur,23:16,21:30,2026-09-10,Down
TR0270,64753,Suburban,Katpadi,Salem,COR_10,Katpadi,Salem,20:08,19:30,2026-09-15,Down
TR0271,51755,Suburban,Tiruchirappalli,Bengaluru_City,COR_07,Tiruchirappalli,Bengaluru_City,20:40,16:00,2026-09-05,Up
TR0272,45761,Goods,Bengaluru_City,Tiruppur,COR_10,Bengaluru_City,Tiruppur,14:10,13:20,2026-09-18,Up
TR0273,12518,Passenger,Dindigul,Arakkonam,COR_11,Dindigul,Arakkonam,05:15,04:40,2026-09-10,Down
TR0274,59170,Passenger,Erode,Arakkonam,COR_13,Erode,Arakkonam,01:38,22:50,2026-09-20,Down
TR0275,35284,Goods,Dharmapuri,Vaniyambadi,COR_14,Dharmapuri,Vaniyambadi,14:33,11:50,2026-09-12,Up
TR0276,26846,Mail/Express,Katpadi,Dharmapuri,COR_15,Katpadi,Dharmapuri,16:41,16:00,2026-09-07,Up
TR0277,21453,Mail/Express,Jolarpettai,Salem,COR_03,Jolarpettai,Salem,04:41,02:10,2026-09-04,Up
TR0278,53371,Mail/Express,Katpadi,Vaniyambadi,COR_11,Katpadi,Vaniyambadi,23:15,18:50,2026-09-07,Up
TR0279,22019,Goods,Vaniyambadi,Bangarapet,COR_02,Vaniyambadi,Bangarapet,01:05,23:00,2026-09-06,Up
TR0280,60711,Passenger,Krishnarajapuram,Bangarapet,COR_14,Krishnarajapuram,Bangarapet,03:00,01:50,2026-09-20,Up
TR0281,71500,Passenger,Bangarapet,Coimbatore,COR_16,Bangarapet,Coimbatore,21:55,19:50,2026-09-22,Up
TR0282,35915,Passenger,Jolarpettai,Tiruchirappalli,COR_15,Jolarpettai,Tiruchirappalli,02:00,00:00,2026-09-21,Up
TR0283,31289,Passenger,Katpadi,Bangarapet,COR_04,Katpadi,Bangarapet,07:46,05:20,2026-09-22,Down
TR0284,65905,Passenger,Karur,Tiruchirappalli,COR_20,Karur,Tiruchirappalli,22:41,20:20,2026-09-15,Up
TR0285,18076,Passenger,Chennai_Central,Bengaluru_City,COR_17,Chennai_Central,Bengaluru_City,10:13,09:10,2026-09-15,Up
TR0286,11572,Suburban,Karur,Katpadi,COR_20,Karur,Katpadi,02:08,21:50,2026-09-06,Down
TR0287,69085,Passenger,Salem,Katpadi,COR_19,Salem,Katpadi,21:33,18:20,2026-09-19,Down
TR0288,39899,Goods,Hosur,Coimbatore,COR_16,Hosur,Coimbatore,12:47,10:40,2026-09-05,Down
TR0289,70868,Goods,Tiruppur,Dindigul,COR_14,Tiruppur,Dindigul,14:57,10:30,2026-09-08,Down
TR0290,62352,Passenger,Chennai_Central,Vaniyambadi,COR_14,Chennai_Central,Vaniyambadi,12:16,10:30,2026-09-17,Up
TR0291,71903,Passenger,Jolarpettai,Bangarapet,COR_05,Jolarpettai,Bangarapet,06:50,03:00,2026-09-14,Up
TR0292,39850,Passenger,Coimbatore,Erode,COR_01,Coimbatore,Erode,08:12,05:20,2026-09-23,Down
TR0293,56316,Suburban,Karur,Jolarpettai,COR_14,Karur,Jolarpettai,16:50,15:50,2026-09-06,Down
TR0294,38364,Goods,Hosur,Vaniyambadi,COR_16,Hosur,Vaniyambadi,12:23,07:40,2026-09-04,Down
TR0295,25970,Goods,Dharmapuri,Hosur,COR_06,Dharmapuri,Hosur,01:49,21:40,2026-09-20,Down
TR0296,18273,Passenger,Salem,Vaniyambadi,COR_11,Salem,Vaniyambadi,16:12,11:40,2026-09-15,Down
TR0297,72414,Mail/Express,Bangarapet,Dharmapuri,COR_08,Bangarapet,Dharmapuri,01:20,22:10,2026-09-21,Down
TR0298,41066,Mail/Express,Dharmapuri,Bangarapet,COR_19,Dharmapuri,Bangarapet,06:47,04:20,2026-09-11,Down
TR0299,60350,Mail/Express,Coimbatore,Chennai_Central,COR_19,Coimbatore,Chennai_Central,11:58,10:40,2026-09-23,Down
TR0300,18772,Goods,Tiruchirappalli,Coimbatore,COR_03,Tiruchirappalli,Coimbatore,17:26,14:40,2026-09-10,Down
TR0301,10400,Passenger,Salem,Arakkonam,COR_05,Salem,Arakkonam,17:34,15:10,2026-09-23,Down
TR0302,36222,Mail/Express,Vaniyambadi,Bengaluru_City,COR_18,Vaniyambadi,Bengaluru_City,13:40,10:30,2026-09-24,Up
TR0303,78616,Mail/Express,Vellore,Hosur,COR_20,Vellore,Hosur,01:09,23:00,2026-09-13,Up
TR0304,28882,Passenger,Karur,Chennai_Central,COR_13,Karur,Chennai_Central,11:34,09:20,2026-09-04,Down
TR0305,30575,Goods,Salem,Tiruppur,COR_03,Salem,Tiruppur,08:15,04:30,2026-09-14,Up
TR0306,47324,Passenger,Tiruppur,Bengaluru_City,COR_09,Tiruppur,Bengaluru_City,11:12,06:50,2026-09-08,Down
TR0307,58342,Passenger,Vellore,Arakkonam,COR_01,Vellore,Arakkonam,15:14,10:40,2026-09-16,Up
TR0308,47081,Passenger,Dharmapuri,Erode,COR_14,Dharmapuri,Erode,06:07,05:20,2026-09-22,Up
TR0309,28338,Passenger,Arakkonam,Vaniyambadi,COR_17,Arakkonam,Vaniyambadi,16:04,15:00,2026-09-20,Up
TR0310,64085,Passenger,Katpadi,Salem,COR_08,Katpadi,Salem,12:31,11:20,2026-09-06,Down
TR0311,30314,Goods,Dindigul,Arakkonam,COR_13,Dindigul,Arakkonam,20:22,16:30,2026-09-06,Up
TR0312,17407,Goods,Jolarpettai,Vellore,COR_15,Jolarpettai,Vellore,10:42,08:10,2026-09-21,Up
TR0313,40495,Suburban,Krishnarajapuram,Coimbatore,COR_02,Krishnarajapuram,Coimbatore,03:22,01:00,2026-09-08,Down
TR0314,74517,Passenger,Erode,Dindigul,COR_11,Erode,Dindigul,03:38,00:40,2026-09-17,Up
TR0315,10937,Passenger,Bangarapet,Arakkonam,COR_02,Bangarapet,Arakkonam,10:51,06:10,2026-09-06,Down
TR0316,46885,Passenger,Jolarpettai,Erode,COR_17,Jolarpettai,Erode,06:43,06:10,2026-09-15,Down
TR0317,44123,Passenger,Bangarapet,Bengaluru_City,COR_06,Bangarapet,Bengaluru_City,13:27,10:10,2026-09-24,Down
TR0318,63174,Passenger,Chennai_Central,Tiruppur,COR_15,Chennai_Central,Tiruppur,00:42,19:50,2026-09-07,Up
TR0319,38094,Mail/Express,Vellore,Bangarapet,COR_13,Vellore,Bangarapet,09:42,06:40,2026-09-13,Down
TR0320,76990,Passenger,Arakkonam,Krishnarajapuram,COR_15,Arakkonam,Krishnarajapuram,20:41,18:20,2026-09-04,Up
TR0321,52907,Goods,Dharmapuri,Bangarapet,COR_06,Dharmapuri,Bangarapet,19:38,15:50,2026-09-16,Up
TR0322,24058,Mail/Express,Coimbatore,Hosur,COR_16,Coimbatore,Hosur,22:19,21:10,2026-09-04,Up
TR0323,30904,Passenger,Bengaluru_City,Chennai_Central,COR_01,Bengaluru_City,Chennai_Central,13:15,09:30,2026-09-15,Up
TR0324,12935,Passenger,Karur,Salem,COR_07,Karur,Salem,06:23,02:20,2026-09-05,Up
TR0325,13980,Mail/Express,Vaniyambadi,Bengaluru_City,COR_10,Vaniyambadi,Bengaluru_City,15:41,14:10,2026-09-19,Up
TR0326,45800,Passenger,Vellore,Katpadi,COR_01,Vellore,Katpadi,03:33,23:10,2026-09-22,Down
TR0327,13918,Passenger,Vaniyambadi,Bangarapet,COR_03,Vaniyambadi,Bangarapet,06:13,02:30,2026-09-17,Down
TR0328,46808,Goods,Jolarpettai,Chennai_Central,COR_14,Jolarpettai,Chennai_Central,19:02,18:00,2026-09-19,Up
TR0329,10255,Suburban,Chennai_Central,Bengaluru_City,COR_09,Chennai_Central,Bengaluru_City,10:29,06:10,2026-09-05,Down
TR0330,47554,Passenger,Coimbatore,Krishnarajapuram,COR_18,Coimbatore,Krishnarajapuram,23:44,22:50,2026-09-23,Down
TR0331,29096,Passenger,Coimbatore,Jolarpettai,COR_15,Coimbatore,Jolarpettai,15:30,11:50,2026-09-24,Down
TR0332,48331,Passenger,Jolarpettai,Erode,COR_14,Jolarpettai,Erode,14:57,11:30,2026-09-19,Down
TR0333,53621,Suburban,Karur,Katpadi,COR_12,Karur,Katpadi,21:00,19:20,2026-09-24,Down
TR0334,29012,Goods,Dindigul,Jolarpettai,COR_15,Dindigul,Jolarpettai,06:09,01:20,2026-09-21,Up
TR0335,64916,Mail/Express,Vaniyambadi,Bangarapet,COR_19,Vaniyambadi,Bangarapet,23:41,22:30,2026-09-20,Up
TR0336,39724,Goods,Vellore,Chennai_Central,COR_17,Vellore,Chennai_Central,10:34,08:40,2026-09-14,Down
TR0337,61485,Passenger,Dharmapuri,Salem,COR_04,Dharmapuri,Salem,22:27,17:30,2026-09-15,Down
TR0338,10078,Mail/Express,Krishnarajapuram,Tiruppur,COR_04,Krishnarajapuram,Tiruppur,06:56,04:50,2026-09-20,Up
TR0339,63230,Passenger,Vaniyambadi,Katpadi,COR_16,Vaniyambadi,Katpadi,00:53,22:20,2026-09-10,Up
TR0340,37143,Passenger,Chennai_Central,Dindigul,COR_07,Chennai_Central,Dindigul,01:51,00:20,2026-09-06,Up
TR0341,11385,Goods,Tiruppur,Vellore,COR_09,Tiruppur,Vellore,17:16,13:20,2026-09-13,Down
TR0342,15488,Goods,Salem,Bangarapet,COR_13,Salem,Bangarapet,14:04,09:30,2026-09-05,Down
TR0343,60299,Mail/Express,Salem,Chennai_Central,COR_11,Salem,Chennai_Central,13:22,08:50,2026-09-07,Down
TR0344,73890,Mail/Express,Salem,Coimbatore,COR_19,Salem,Coimbatore,01:19,00:30,2026-09-06,Down
TR0345,69596,Passenger,Dindigul,Katpadi,COR_09,Dindigul,Katpadi,03:28,02:10,2026-09-14,Up
TR0346,38384,Goods,Coimbatore,Arakkonam,COR_20,Coimbatore,Arakkonam,14:41,10:20,2026-09-07,Up
TR0347,33754,Goods,Chennai_Central,Tiruchirappalli,COR_05,Chennai_Central,Tiruchirappalli,18:47,14:00,2026-09-22,Down
TR0348,74369,Passenger,Arakkonam,Bengaluru_City,COR_18,Arakkonam,Bengaluru_City,22:54,18:00,2026-09-18,Down
TR0349,24375,Goods,Arakkonam,Hosur,COR_06,Arakkonam,Hosur,23:28,19:20,2026-09-06,Up
TR0350,59377,Passenger,Coimbatore,Krishnarajapuram,COR_16,Coimbatore,Krishnarajapuram,02:30,00:30,2026-09-09,Up
TR0351,23308,Passenger,Coimbatore,Krishnarajapuram,COR_11,Coimbatore,Krishnarajapuram,23:59,22:30,2026-09-08,Up
TR0352,78835,Mail/Express,Coimbatore,Salem,COR_15,Coimbatore,Salem,23:10,22:30,2026-09-15,Up
TR0353,18773,Passenger,Coimbatore,Arakkonam,COR_14,Coimbatore,Arakkonam,12:36,08:30,2026-09-12,Down
TR0354,13160,Passenger,Erode,Tiruchirappalli,COR_16,Erode,Tiruchirappalli,08:41,07:10,2026-09-22,Up
TR0355,18758,Suburban,Tiruppur,Salem,COR_07,Tiruppur,Salem,21:54,17:20,2026-09-09,Down
TR0356,49366,Passenger,Dindigul,Arakkonam,COR_04,Dindigul,Arakkonam,08:55,07:10,2026-09-16,Up
TR0357,44850,Goods,Arakkonam,Tiruchirappalli,COR_12,Arakkonam,Tiruchirappalli,04:58,00:00,2026-09-04,Down
TR0358,72227,Goods,Dharmapuri,Krishnarajapuram,COR_05,Dharmapuri,Krishnarajapuram,17:16,15:10,2026-09-10,Up
TR0359,76829,Passenger,Erode,Katpadi,COR_06,Erode,Katpadi,06:25,04:50,2026-09-06,Down
TR0360,57411,Suburban,Katpadi,Jolarpettai,COR_17,Katpadi,Jolarpettai,11:51,07:50,2026-09-12,Down
TR0361,35245,Goods,Karur,Arakkonam,COR_02,Karur,Arakkonam,11:14,10:30,2026-09-15,Down
TR0362,63284,Goods,Krishnarajapuram,Vaniyambadi,COR_15,Krishnarajapuram,Vaniyambadi,20:30,15:40,2026-09-24,Up
TR0363,14051,Goods,Tiruchirappalli,Hosur,COR_08,Tiruchirappalli,Hosur,19:11,15:00,2026-09-21,Up
TR0364,70883,Goods,Arakkonam,Salem,COR_05,Arakkonam,Salem,11:23,08:30,2026-09-14,Down
TR0365,60606,Mail/Express,Dharmapuri,Hosur,COR_18,Dharmapuri,Hosur,20:19,15:40,2026-09-22,Up
TR0366,79827,Goods,Dharmapuri,Katpadi,COR_16,Dharmapuri,Katpadi,01:55,22:30,2026-09-24,Up
TR0367,39863,Passenger,Bengaluru_City,Dindigul,COR_09,Bengaluru_City,Dindigul,14:32,09:40,2026-09-14,Up
TR0368,77852,Goods,Bangarapet,Salem,COR_19,Bangarapet,Salem,12:31,09:10,2026-09-12,Down
TR0369,34899,Goods,Karur,Bangarapet,COR_20,Karur,Bangarapet,22:11,19:10,2026-09-15,Down
TR0370,42378,Passenger,Tiruppur,Tiruchirappalli,COR_07,Tiruppur,Tiruchirappalli,07:59,05:00,2026-09-24,Down
TR0371,45486,Suburban,Coimbatore,Salem,COR_06,Coimbatore,Salem,12:07,07:30,2026-09-18,Down
TR0372,61521,Passenger,Bengaluru_City,Katpadi,COR_05,Bengaluru_City,Katpadi,11:42,08:00,2026-09-10,Down
TR0373,36108,Passenger,Tiruppur,Bengaluru_City,COR_16,Tiruppur,Bengaluru_City,20:45,16:40,2026-09-17,Down
TR0374,25655,Passenger,Vellore,Coimbatore,COR_20,Vellore,Coimbatore,16:40,13:30,2026-09-07,Down
TR0375,26701,Mail/Express,Arakkonam,Katpadi,COR_02,Arakkonam,Katpadi,10:47,08:00,2026-09-17,Up
TR0376,47249,Goods,Arakkonam,Chennai_Central,COR_02,Arakkonam,Chennai_Central,06:11,03:20,2026-09-11,Up
TR0377,51512,Mail/Express,Bengaluru_City,Salem,COR_20,Bengaluru_City,Salem,07:51,07:10,2026-09-09,Down
TR0378,73734,Passenger,Dindigul,Chennai_Central,COR_07,Dindigul,Chennai_Central,07:48,05:00,2026-09-11,Down
TR0379,38880,Passenger,Krishnarajapuram,Tiruppur,COR_08,Krishnarajapuram,Tiruppur,21:08,19:10,2026-09-04,Up
TR0380,23155,Mail/Express,Karur,Erode,COR_10,Karur,Erode,16:38,14:10,2026-09-17,Down
TR0381,45615,Passenger,Vaniyambadi,Erode,COR_15,Vaniyambadi,Erode,20:11,19:30,2026-09-19,Down
TR0382,60842,Mail/Express,Dharmapuri,Dindigul,COR_17,Dharmapuri,Dindigul,05:19,00:30,2026-09-23,Up
TR0383,32070,Mail/Express,Vaniyambadi,Katpadi,COR_12,Vaniyambadi,Katpadi,23:33,19:50,2026-09-10,Up
TR0384,40263,Passenger,Salem,Erode,COR_11,Salem,Erode,11:08,08:10,2026-09-19,Up
TR0385,60969,Goods,Krishnarajapuram,Katpadi,COR_19,Krishnarajapuram,Katpadi,15:31,14:50,2026-09-15,Down
TR0386,21725,Goods,Coimbatore,Karur,COR_01,Coimbatore,Karur,03:37,23:30,2026-09-15,Up
TR0387,38722,Mail/Express,Salem,Bengaluru_City,COR_09,Salem,Bengaluru_City,17:06,15:10,2026-09-24,Up
TR0388,30808,Passenger,Erode,Salem,COR_02,Erode,Salem,02:26,01:10,2026-09-21,Up
TR0389,48424,Passenger,Katpadi,Tiruchirappalli,COR_09,Katpadi,Tiruchirappalli,10:16,08:30,2026-09-17,Down
TR0390,18752,Passenger,Krishnarajapuram,Karur,COR_06,Krishnarajapuram,Karur,14:06,09:10,2026-09-06,Up
TR0391,32010,Passenger,Jolarpettai,Hosur,COR_19,Jolarpettai,Hosur,21:36,17:30,2026-09-10,Up
TR0392,70625,Goods,Vellore,Bengaluru_City,COR_03,Vellore,Bengaluru_City,07:13,05:40,2026-09-15,Up
TR0393,32517,Mail/Express,Dindigul,Jolarpettai,COR_05,Dindigul,Jolarpettai,10:16,07:00,2026-09-20,Up
TR0394,16336,Goods,Tiruchirappalli,Arakkonam,COR_17,Tiruchirappalli,Arakkonam,14:05,12:10,2026-09-08,Up
TR0395,32956,Goods,Salem,Bengaluru_City,COR_20,Salem,Bengaluru_City,18:32,14:10,2026-09-11,Up
TR0396,47644,Goods,Arakkonam,Katpadi,COR_20,Arakkonam,Katpadi,12:40,12:10,2026-09-19,Down
TR0397,56391,Mail/Express,Dindigul,Erode,COR_18,Dindigul,Erode,21:26,16:30,2026-09-22,Down
TR0398,26546,Mail/Express,Tiruchirappalli,Karur,COR_09,Tiruchirappalli,Karur,10:25,05:40,2026-09-10,Up
TR0399,60144,Passenger,Salem,Hosur,COR_20,Salem,Hosur,07:41,03:40,2026-09-15,Up
TR0400,29289,Goods,Coimbatore,Bangarapet,COR_11,Coimbatore,Bangarapet,04:22,00:10,2026-09-22,Up
TR0401,67544,Passenger,Erode,Krishnarajapuram,COR_10,Erode,Krishnarajapuram,06:26,04:00,2026-09-16,Down
TR0402,16730,Passenger,Salem,Bangarapet,COR_15,Salem,Bangarapet,18:12,14:10,2026-09-08,Up
TR0403,66804,Passenger,Salem,Arakkonam,COR_10,Salem,Arakkonam,15:17,11:30,2026-09-13,Down
TR0404,56200,Passenger,Dindigul,Coimbatore,COR_17,Dindigul,Coimbatore,02:34,01:30,2026-09-13,Up
TR0405,17849,Passenger,Vellore,Vaniyambadi,COR_01,Vellore,Vaniyambadi,02:38,23:50,2026-09-10,Down
TR0406,55472,Goods,Tiruppur,Erode,COR_01,Tiruppur,Erode,15:05,10:40,2026-09-13,Down
TR0407,77367,Passenger,Tiruchirappalli,Vellore,COR_02,Tiruchirappalli,Vellore,18:41,14:30,2026-09-21,Up
TR0408,45010,Passenger,Erode,Dharmapuri,COR_05,Erode,Dharmapuri,02:05,21:50,2026-09-10,Up
TR0409,15768,Passenger,Erode,Bengaluru_City,COR_20,Erode,Bengaluru_City,13:01,12:10,2026-09-08,Up
TR0410,37605,Passenger,Bangarapet,Karur,COR_14,Bangarapet,Karur,07:10,04:30,2026-09-06,Up
TR0411,31706,Suburban,Bengaluru_City,Coimbatore,COR_02,Bengaluru_City,Coimbatore,06:39,02:10,2026-09-19,Up
TR0412,71463,Suburban,Tiruppur,Dharmapuri,COR_03,Tiruppur,Dharmapuri,23:30,19:50,2026-09-12,Down
TR0413,46564,Mail/Express,Tiruchirappalli,Vaniyambadi,COR_11,Tiruchirappalli,Vaniyambadi,02:46,21:50,2026-09-11,Up
TR0414,49396,Goods,Karur,Coimbatore,COR_01,Karur,Coimbatore,13:10,08:20,2026-09-16,Up
TR0415,38698,Mail/Express,Hosur,Bengaluru_City,COR_19,Hosur,Bengaluru_City,05:34,03:10,2026-09-11,Down
TR0416,64957,Goods,Vellore,Tiruchirappalli,COR_05,Vellore,Tiruchirappalli,15:24,11:30,2026-09-13,Up
TR0417,17458,Goods,Jolarpettai,Coimbatore,COR_08,Jolarpettai,Coimbatore,00:10,21:00,2026-09-17,Up
TR0418,50371,Passenger,Coimbatore,Chennai_Central,COR_14,Coimbatore,Chennai_Central,11:50,10:20,2026-09-19,Down
TR0419,41881,Goods,Bangarapet,Erode,COR_19,Bangarapet,Erode,16:06,13:10,2026-09-09,Down
TR0420,20788,Mail/Express,Dharmapuri,Erode,COR_06,Dharmapuri,Erode,03:12,02:00,2026-09-04,Up
TR0421,16731,Passenger,Karur,Coimbatore,COR_18,Karur,Coimbatore,04:37,02:50,2026-09-09,Up
TR0422,21471,Passenger,Hosur,Salem,COR_05,Hosur,Salem,01:22,21:50,2026-09-13,Down
TR0423,35198,Mail/Express,Arakkonam,Katpadi,COR_04,Arakkonam,Katpadi,02:10,01:40,2026-09-16,Down
TR0424,47282,Passenger,Bengaluru_City,Hosur,COR_04,Bengaluru_City,Hosur,20:46,19:40,2026-09-18,Down
TR0425,47184,Passenger,Tiruchirappalli,Vellore,COR_06,Tiruchirappalli,Vellore,18:04,15:40,2026-09-14,Up
TR0426,62572,Goods,Tiruppur,Salem,COR_16,Tiruppur,Salem,19:20,16:20,2026-09-11,Down
TR0427,14823,Passenger,Bangarapet,Krishnarajapuram,COR_11,Bangarapet,Krishnarajapuram,15:59,14:10,2026-09-22,Up
TR0428,47024,Mail/Express,Vellore,Tiruppur,COR_05,Vellore,Tiruppur,05:17,04:10,2026-09-14,Up
TR0429,37495,Mail/Express,Karur,Dindigul,COR_16,Karur,Dindigul,06:54,03:50,2026-09-24,Up
TR0430,16411,Passenger,Jolarpettai,Erode,COR_12,Jolarpettai,Erode,07:23,06:20,2026-09-12,Down
TR0431,68931,Passenger,Coimbatore,Tiruppur,COR_06,Coimbatore,Tiruppur,00:45,21:30,2026-09-14,Down
TR0432,22218,Goods,Jolarpettai,Chennai_Central,COR_11,Jolarpettai,Chennai_Central,09:22,05:20,2026-09-14,Up
TR0433,46419,Suburban,Vaniyambadi,Krishnarajapuram,COR_02,Vaniyambadi,Krishnarajapuram,21:23,16:40,2026-09-09,Down
TR0434,54194,Passenger,Chennai_Central,Salem,COR_02,Chennai_Central,Salem,02:00,22:20,2026-09-19,Up
TR0435,45841,Goods,Vaniyambadi,Dharmapuri,COR_07,Vaniyambadi,Dharmapuri,02:38,21:50,2026-09-20,Up
TR0436,69826,Passenger,Arakkonam,Tiruppur,COR_14,Arakkonam,Tiruppur,02:38,23:40,2026-09-14,Up
